1;A la Cave… où manger;2.284448;48.889805;restaurant;traditionnel;23 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;http://www.alacaveoumanger.fr/;;;01 47 57 28 55;;;;;;;0;1
112;Le Diablotin;2.278932;48.895289;restaurant;traditionnel;6 Rue Baudin;;;92300;;LEVALLOIS-PERRET;;http://www.restaurantlediablotin.com/;;;01 47 58 60 97;;;;;;;180;1
113;Le Figuier;2.281548100000009;48.8892809;exotique;oriental;8 Rue Aristide Briand;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
114;Le Fontenoy;2.286183299999948;48.8878201;brasserie;brasserie;16 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
115;Le Gourmandier;2.2926769;48.8967802;restaurant;traditionnel;35 Rue Camille Pelletan;;;92300;;LEVALLOIS-PERRET;;;;;01 47 30 88 20;;;;;;;0;1
116;Le Hoche;2.2871395;48.8926751;restaurant;traditionnel;43 Rue Gabriel Péri;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 61 08;;;;;;;0;1
117;Le Jardin aux Perroquets;2.2885045000000446;48.8890128;restaurant;traditionnel;36 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 12 87;;;;;;;0;1
118;Le Laurier;2.291323700000021;48.8990372;brasserie;brasserie;14 Rue Collange;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
119;Le Longchamp;2.293503600000008;48.8922958;brasserie;brasserie;57 Rue Jean Jaurès;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
120;Le Lutécia;2.2964613000000327;48.8959337;brasserie;brasserie;75 Rue Victor Hugo;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
121;Le Marceau;2.283958200000029;48.8880687;exotique;oriental;35 Rue Chaptal;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
122;Le Marius;2.2833411999999953;48.8917701;restaurant;traditionnel;69 Rue Marius Aufran;;;92300;;LEVALLOIS-PERRET;;;;;01 47 48 16 69;;;;;;;0;1
123;Le Marjolin;2.291291;48.896771;restaurant;traditionnel;46 Rue Marjolin;;;92300;;LEVALLOIS-PERRET;;http://lemarjolin.fr/;;;01 41 06 06 28;;;;;;;45;1
124;Le Narval;2.282126299999959;48.8956414;brasserie;brasserie;120 Rue Anatole France;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
125;Le Neptune;2.2796495999999706;48.8903936;brasserie;brasserie;2 Rue de l'Aspirant Dargent;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
126;Le Noris;2.295089800000028;48.8939778;restaurant;traditionnel;134 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 46 88;;;;;;;0;1
127;Le Petit Poucet;2.272625;48.897501;restaurant;traditionnel;4 Rond-Point Claude Monet;Île de la Jatte;;92300;;LEVALLOIS-PERRET;;http://www.le-petit-poucet.com/;;;01 47 38 61 85;;;;;;;60;1
128;Le Petit Tonneau;2.282720100000006;48.8933134;brasserie;brasserie;100  Rue Marius Aufan;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
129;Le Quartier;2.2931581;48.8957319;brasserie;brasserie;1-5 Place Jean Zay;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
130;Le Rallye Villiers;2.2766408;48.8935643;brasserie;brasserie;3 Place de la Libération;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
131;Le Réfectoire;2.288896;48.889363;brasserie;brasserie;44 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
132;Le Relais des Arts;2.2799014;48.8955691;brasserie;brasserie;135 Rue Marius Aufan;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
133;Le Rossignol;2.2921909;48.8910458;italien;italien;39 Rue Jean Jaurès;;;92300;;LEVALLOIS-PERRET;;;;;01 47 39 04 88;;;;;;;0;1
134;Le Royal Collange;2.2893794;48.8991674;restaurant;traditionnel;6 Place du 11 Novembre 1918;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 44 05;;;;;;;0;1
135;Le Sabodet;2.291165;48.893719;restaurant;traditionnel;36 Rue Édouard Vaillant;;;92300;;LEVALLOIS-PERRET;;http://www.bistrotsabodet.com/;;;01 47 37 54 21;;;;;;;5;1
136;Le Saint-Claude;2.2837494;48.891618;brasserie;brasserie;78 Rue Marius Aufan;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
137;Le Saint-Georges;2.293272;48.8986218;italien;italien;8 Rue Belgrand;;;92300;;LEVALLOIS-PERRET;;;;;01 42 70 53 75;;;;;;;0;1
138;Le Sancerre;2.287245;48.889811;italien;italien;31 Rue Henri Barbusse;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;90;1
139;Le Soleil;2.2877879;48.8890221;brasserie;brasserie;19 Rue Anatole France;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
140;Le Spot;2.2893571;48.8902682;crêperie;crêperie;1 Place Henri Barbusse;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
141;Le Tassili;2.2901888;48.8992331;restaurant;traditionnel;16ter Rue Collange;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 25 78;;;;;;;0;1
142;Le Trébois;2.2903182;48.8909197;brasserie;brasserie;11 Rue Henri Barbusse;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
143;Le Vaillant;2.2874045;48.8976222;restaurant;traditionnel;95 Rue Édouard Vaillant;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 52 04;;;;;;;0;1
144;Le Valois;2.292165;48.8908072;restaurant;traditionnel;36 Rue Jean Jaurès;;;92300;;LEVALLOIS-PERRET;;;;;01 40 87 10 78;;;;;;;0;1
145;Le Victor Hugo;2.2939042;48.8985042;brasserie;brasserie;117 Rue Victor Hugo;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
146;Le Zinc du Marché;2.288189;48.890730;restaurant;traditionnel;4bis Place Henri Barbusse;;;92300;;LEVALLOIS-PERRET;;http://www.lezincdumarche.com/;;;01 47 57 60 77;;;;;;;315;1
147;L'Eden;2.289479300000039;48.8919398;brasserie;brasserie;83 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
148;L'Elfe Assis;2.289316;48.889520;crêperie;crêperie;48 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;http://www.elfe-assis.com/;;;01 47 31 85 09;;;;;;;135;1
149;L'Entracte;2.286607199999935;48.8879012;restaurant;traditionnel;20 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 47 59 60 12;;;;;;;0;1
150;Les Délices du Kashmir;2.281703;48.895658;exotique;indien;133 Rue Anatole France;;;92300;;LEVALLOIS-PERRET;;;;;01 47 58 81 73;;;;;;;225;1
151;Les Délicieuses;2.286465;48.890445;crêperie;crêperie;53 Rue Anatole France;;;92300;;LEVALLOIS-PERRET;;;;;01 40 89 06 77;;;;https://www.facebook.com/pages/Les-Délicieuses/481435878668096;;;225;1
152;Les Fontaines;2.281372;48.899065;restaurant;traditionnel;17 Place Georges Pompidou;;;92300;;LEVALLOIS-PERRET;;;;;01 47 48 09 09;;;;;;;0;1
153;Les Gourmets;2.282941400000027;48.8912882;restaurant;traditionnel;88 Rue Danton;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 25 99;;;;;;;0;1
154;L'Escale;2.2880380999999943;48.8914387;brasserie;brasserie;67 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
155;Let's Wok;2.291088;48.889931;asiatique;chinois;2 Rue Trébois;;;92300;;LEVALLOIS-PERRET;;;;;01 42 70 88 02;;;;;;;5;1
156;L'Express Café;2.286732;48.891638;restaurant;traditionnel;60 Rue Aristide Briand;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 71 66;;;;;;;225;1
157;LG Café;2.2809780999999703;48.8928916;restaurant;traditionnel;36 Rue Kléber;;;92300;;LEVALLOIS-PERRET;;;;;01 41 05 09 11;;;;;;;0;1
158;L'Hétéroclite;2.292996;48.895948;restaurant;traditionnel;9 Place Jean Zay;;;92300;;LEVALLOIS-PERRET;;http://lheteroclite.com/;;;01 47 39 54 02;;;;;;;225;1
159;L'Idéal;2.2977447000000666;48.8961856;brasserie;brasserie;127 Rue Jean Jaurès;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
160;L'Idée;2.284087;48.886184;restaurant;traditionnel;52 Avenue de la Porte de Villiers;;;92300;;LEVALLOIS-PERRET;;;;;01 41 05 05 35;;;;;;;45;1
161;L'Oasis;2.2926053;48.8965855;restaurant;traditionnel;32 Rue Camille Pelletan;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 46 52;;;;;;;0;1
162;L'Octroi;2.2935773;48.8996055;restaurant;traditionnel;174 Rue Victor Hugo;;;92300;;LEVALLOIS-PERRET;;;;;01 47 31 30 27;;;;;;;0;1
163;Madame Tomate;2.2854342000000543;48.8912613;restaurant;traditionnel;49 Rue Aristide Briand;;;92300;;LEVALLOIS-PERRET;;;;;01 47 58 18 77;;;;;;;0;1
164;Mamma Pizza;2.29928330000007;48.8934708;italien;italien;43 Rue d'Alsace;;;92300;;LEVALLOIS-PERRET;;;;;01 42 70 37 31;;;;;;;0;1
165;Mandalay;2.287841;48.890435;restaurant;traditionnel;35 Rue Carnot;;;92300;;LEVALLOIS-PERRET;;http://www.restaurant-lemandalay.com/;;;01 47 57 68 69;;;;;;;225;1
166;Marina;2.298786899999982;48.8935616;italien;italien;49 Rue d'Alsace;;;92300;;LEVALLOIS-PERRET;;;;;01 55 90 26 85;;;;;;;0;1
167;Matsuri;2.2973795000000337;48.8918784;asiatique;japonais;32 Rue d'Alsace;;;92300;;LEVALLOIS-PERRET;;;;;01 75 61 15 75;;;;;;;0;1
168;Méli Mél'anges;2.2860149000000547;48.8904503;restaurant;traditionnel;46 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 80 87;;;;;;;0;1
169;Minimise Café;2.281198;48.890904;restaurant;traditionnel;13 Rue Voltaire;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 76 54;;;;;;;5;1
170;Mira;2.289026;48.893689;exotique;libanais;72 Rue du Président Wilson;;;92300;;LEVALLOIS-PERRET;;http://www.restaurant-traiteur-mira.fr/;;;01 42 70 15 79;;;;;;;0;1
171;Mozz Art Pizza;2.291925;48.893903;italien;italien;57 Rue Jules Guesde;;;92300;;LEVALLOIS-PERRET;;http://www.mozzartpizza.fr/;;;01 41 06 01 01;;;;;;;225;1
172;My Pum Pui;2.284831;48.887466;asiatique;thaï;11 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 52 28;;;;;;;315;1
173;Nara;2.287898899999959;48.8968082;italien;italien;69 Rue Paul Vaillant-Couturier;;;92300;;LEVALLOIS-PERRET;;;;;01 40 87 14 47;;;;;;;0;1
174;New Mathura;2.287864000000013;48.893217;exotique;indien;16 Rue Édouard Vaillant;;;92300;;LEVALLOIS-PERRET;;;;;01 47 31 05 06;;;;;;;0;1
175;Nouvelle Chine;2.2866715000000113;48.8908493;asiatique;chinois;49 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 82 63;;;;;;;0;1
176;Ô Restaurant;2.280679;48.900103;restaurant;traditionnel;47 Quai Michelet;;;92300;;LEVALLOIS-PERRET;;http://www.orestaurant.fr/;;;01 41 34 32 86;;;;;;;315;1
177;Omega - Evergreen;2.2817793000000393;48.8985286;restaurant;traditionnel;8 Place Georges Pompidou;;;92300;;LEVALLOIS-PERRET;;;;;01 47 58 18 59;;;;;;;0;1
178;Orient Express;2.283586600000035;48.8918198;exotique;oriental;80 Rue Marius Aufran;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
179;Osaka;2.2863886000000093;48.8906232;asiatique;japonais;50 Rue Anatole France;;;92300;;LEVALLOIS-PERRET;;;;;01 47 58 67 12;;;;;;;0;1
180;Oz Café;2.296804100000031;48.8962574;brasserie;brasserie;139 Rue Aristide Briand;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
181;Palais de Hugo;2.2937580000000253;48.8986938;asiatique;chinois;121 Rue Victor Hugo;;;92300;;LEVALLOIS-PERRET;;;;;01 47 39 51 77;;;;;;;0;1
182;Palais de Shangaï;2.2875752999999577;48.8885311;asiatique;chinois;26 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 50 09;;;;;;;0;1
183;Pancake Square;2.283388;48.886901;crêperie;crêperie;1 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 47 58 81 41;;;;;;;5;1
184;Pastavia;2.285229;48.886601;italien;italien;4 Boulevard Bineau;;;92300;;LEVALLOIS-PERRET;;http://www.restaurant-pastavia.fr/;;;01 47 57 58 35;;;;;;;5;1
185;Petit à Petit;2.2875466000000415;48.891332;exotique;portugaise;61 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
186;Piccola Italia;2.285377;48.890102;italien;italien;36 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;http://www.pizzeria-piccola-italia.fr/;;;01 47 57 03 91;;;;;;;135;1
187;Pinocchio;2.291341500000044;48.8961662;italien;italien;31 Rue Marjolin;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 97 51;;;;;;;0;1
188;Pizza Caldo;2.289287800000011;48.8955246;italien;italien;57 Rue Édouard Vaillant;;;92300;;LEVALLOIS-PERRET;;;;;01 47 30 37 88;;;;;;;0;1
189;Pizza Catania;2.2919758000000456;48.8948766;italien;italien;12 Rue Pierre Brossolette;;;92300;;LEVALLOIS-PERRET;;;;;01 42 70 51 22;;;;;;;0;1
190;Pizza Da Paolo;2.2864099999999326;48.8986063;italien;italien;75 Rue Baudin;;;92300;;LEVALLOIS-PERRET;;;;;01 47 31 60 42;;;;;;;0;1
191;Pizza da Pazzi;2.282638;48.899263;italien;italien;43 Avenue Georges Pompidou;;;92300;;LEVALLOIS-PERRET;;;;;06 12 79 38 27;;;;https://www.facebook.com/pizzadapazzipizzeria;;;315;1
192;Pizzeria Saint-Antoine;2.281686499999978;48.8900996;italien;italien;71 Rue Chaptal;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 01 04;;;;;;;0;1
193;Pizzeria Torino;2.2840843000000177;48.8916715;italien;italien;30 Rue Voltaire;;;92300;;LEVALLOIS-PERRET;;;;;01 40 89 00 60;;;;;;;0;1
194;Planet Sushi;2.289285599999971;48.8893798;asiatique;japonais;46 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 47 59 09 09;;;;;;;0;1
195;Quand l'Appétit va tout va;2.287627;48.890855;restaurant;traditionnel;34 Rue Carnot;;;92300;;LEVALLOIS-PERRET;;http://www.restaurantlevallois.fr/;;;01 47 57 92 36;;;;;;;45;1
196;Réal Café;2.283939099999998;48.8897057;restaurant;traditionnel;21 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 22 73;;;;;;;0;1
197;Pizza Roma;2.295171;48.898588;italien;italien;115 Rue Paul Vaillant-Couturier;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 24 17;;;;;;;355;1
198;Sakura;2.2957649999999603;48.8948939;asiatique;japonais;99 Rue Jean Jaurès;;;92300;;LEVALLOIS-PERRET;;;;;01 41 27 03 44;;;;;;;0;1
199;Sapori Siciliani;2.291918;48.892838;italien;italien;113 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;http://www.saporisiciliani.fr/;;;01 47 37 13 43;;;;;;;315;1
200;La Casa;2.293747;48.895927;italien;italien;32 Rue Pierre Brossolette;;;92300;;LEVALLOIS-PERRET;;http://www.lacasalevallois.fr/;;;01 47 30 07 96;;;;https://www.facebook.com/pages/La-Casa-De-Levallois/373645522809204;;;90;1
201;Shangaï;2.288126199999965;48.890228;asiatique;chinois;28 Rue Carnot;;;92300;;LEVALLOIS-PERRET;;;;;01 47 58 14 84;;;;;;;0;1
202;Shogun Sushi;2.291748;48.890677;asiatique;japonais;26 Rue du Président Wilson;;;92300;;LEVALLOIS-PERRET;;;;;01 47 39 50 05;;;;;;;5;1
203;Shri Ganesh;2.281523;48.891009;exotique;indien;17 Rue Voltaire;;;92300;;LEVALLOIS-PERRET;;http://www.shriganesh-cuisineindienne-92.fr/;;;01 40 89 03 19;;;;;;;315;1
204;Sumitta;2.286389299999996;48.8880047;asiatique;japonais;18 Rue Danton;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 54 18;;;;;;;0;1
205;Sushi Garden;2.2844915000000583;48.8875466;asiatique;japonais;9 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 06 31;;;;;;;0;1
206;Sushi Land;2.2912374999999656;48.890293;asiatique;japonais;68 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 41 06 07 54;;;;;;;0;1
207;Sushi Rivay;2.2850409000000127;48.8995983;asiatique;japonais;107 Rue Rivay;;;92300;;LEVALLOIS-PERRET;;;;;01 55 90 57 30;;;;;;;0;1
208;Sushi Shop;2.2856621999999334;48.8924947;asiatique;japonais;44 Rue Voltaire;;;92300;;LEVALLOIS-PERRET;;;;;08 26 82 68 26;;;;;;;0;1
209;Symphonie Épicurienne;2.292662;48.893026;restaurant;traditionnel;112 Rue Louis Rouquier;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;270;1
210;La Toscana;2.288186;48.899455;italien;italien;17 Rue Collange;;;92300;;LEVALLOIS-PERRET;;;;;01 72 61 29 96;;;;;;;195;1
211;The Cluricaune;2.284064;48.893936;snacking;burgers;64 Rue Kléber;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 61 55;;;;;;;135;1
212;Ti Mourrou;2.282122999999956;48.8898968;crêperie;crêperie;65 Rue Chaptal;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
213;Trattoria da Pino;2.287625;48.888691;italien;italien;28 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;01 40 89 00 53;;;;;;;60;1
214;Wazabi Sushi;2.289899900000023;48.8929558;asiatique;japonais;84 Rue Aristide Briand;;;92300;;LEVALLOIS-PERRET;;;;;01 41 06 09 63;;;;;;;0;1
215;Wilson Park;2.287725200000068;48.8952948;restaurant;traditionnel;90 Rue du Président Wilson;;;92300;;LEVALLOIS-PERRET;;;;;01 47 37 05 34;;;;;;;0;1
216;Yakitomi;2.2761017000000265;48.896862;asiatique;japonais;29 Avenue André Malraux;;;92300;;LEVALLOIS-PERRET;;;;;01 47 48 98 00;;;;;;;0;1
217;Yamada;2.284345300000041;48.8874102;asiatique;japonais;7 Rue Louise Michel;;;92300;;LEVALLOIS-PERRET;;;;;06 27 07 09 57;;;;;;;0;1
218;Yanagawa;2.2804782000000614;48.889604;asiatique;japonais;46 Rue Villiers;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 69 56;;;;;;;0;1
219;Yoko Teppanyaki;2.2823788000000604;48.8914343;asiatique;japonais;31 Rue Voltaire;;;92300;;LEVALLOIS-PERRET;;;;;01 40 89 33 54;;;;;;;0;1
220;Yotomi;2.2850621999999703;48.8931728;asiatique;japonais;81 Rue Carnot;;;92300;;LEVALLOIS-PERRET;;;;;01 47 57 78 61;;;;;;;0;1
221;Zinc Levallois;2.2756123000000343;48.8965322;brasserie;brasserie;25 Avenue André Malraux;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;0;1
222;Bistrot du Coin;2.289164;48.893537;brasserie;brasserie;70 Rue du Président Wilson;;;92300;;LEVALLOIS-PERRET;;;;;;;;;;;;30;1
223;Doubet;2.287194;48.898130;exotique;antillais;107 Rue Édouard Vaillant;;;92300;;LEVALLOIS-PERRET;;http://www.doubet.fr/;;;01 73 20 27 42;;;;;;;225;1
